Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector_Warm(bar),P_Fuel_Injector_Cold(bar),P_Ox_Injector(bar),Fuel_Flow_Rate(L/s),Ox_Valve_Angle(deg),Fuel_Valve_Angle(deg),P_Ox_Tank(bar),P_N2_Tank(bar),Engine_Temperature(K),Tank_Mass(kg),Thrust(N)
5374.947064399719,32.95566499683955,1.0126597781563924,0.9420613031517969,1.1504106995644168,0.8799492155829054,0.0,0.0,0.0,33.42458724975586,199.01806640625,12.9140625,1.7245523929595947,53.64401626586914
5374.955517292023,32.96538543701172,1.0129680633544922,0.9442492127418518,1.1546870470046997,0.8795679807662964,0.0,0.0,0.0,33.451246371636024,199.0175081664581,,1.722369885506147,54.14659066942798
5374.967396736145,32.94788207712187,1.0135329604055312,0.9403411462751,1.1566246380630791,0.8766451702121194,0.0,0.0,0.0,33.488712310791016,199.0167236328125,12.9140625,1.7193026542663574,54.8528938293457
5374.974960803986,32.936737060546875,1.013892650604248,0.9378527402877808,1.1578583717346191,0.8747841119766235,0.0,0.0,0.0,33.486412999945806,198.99173255015995,,1.7157379075953707,54.750285679806474
5375.0008153915405,32.944304745992774,1.0127919359872608,0.9369190945329561,1.1554178367709744,0.8797799940671799,0.0,0.0,0.0,33.478553771972656,198.90631103515625,12.9140625,1.703553318977356,54.39956283569336
5375.00324177742,32.94501495361328,1.0126886367797852,0.9368314743041992,1.155188798904419,0.8802488446235657,0.0,0.0,0.0,33.47183494226736,198.95272609945474,,1.6972297502122133,54.01530397917834
5375.009880065918,32.944163209844476,1.0133916508828467,0.937738893262034,1.1592603588150254,0.8817875378015679,0.0,0.0,0.0,33.453453063964844,199.0797119140625,12.9140625,1.679929256439209,52.96401977539063
5375.018315315247,32.94308090209961,1.0142849683761597,0.9388919472694396,1.1644340753555298,0.8837427496910095,0.0,0.0,0.0,33.4660908868208,199.05906313589625,,1.6880787809055207,52.58869870238174
5375.030256986618,32.93456856616808,1.0138312306680957,0.9428661080194307,1.1597089016646063,0.8912216837654041,0.0,104.79060847329575,87.32550706107979,33.48398208618164,199.0298309326172,12.9140625,1.6996159553527832,52.0573616027832
5375.0388276577,32.92845916748047,1.0135055780410769,0.9457184076309204,1.1563175916671753,0.8965893983840942,0.0,180.0,150.0,33.47392855043239,199.03739338314594,,1.7034518821568232,53.1930448063863
5375.050783872604,32.927781251419425,1.0134269171486951,0.9389522167391303,1.1608042717484037,0.8962004271924622,0.0,180.0,150.0,33.459903717041016,199.0479431152344,12.9453125,1.7088030576705933,54.777339935302734
5375.062509775162,32.92711639404297,1.0133497714996338,0.9323163628578186,1.1652045249938965,0.8958189487457275,0.0,180.0,150.0,33.48331760537265,199.05475714582283,,1.7171218075540973,53.68894801785752
5375.071133852005,32.94508156925381,1.0127858312004865,0.9349253043096178,1.165286669472759,0.8864102281137286,0.0,180.0,150.0,33.50053787231445,199.0597686767578,12.9453125,1.7232400178909302,52.888465881347656
5375.077553272247,32.95845413208008,1.0123660564422607,0.9368672966957092,1.1653478145599363,0.879406750202179,0.0,180.0,150.0,33.49421790610295,199.05286251766077,,1.7154831226362033,53.005978568897575
